biome * ffffff ffffff ffffff
biome 6 e0ffae 6a7039 6a7039
biome 29 ffffff 939984 ffffff
biome 37 ffffff 90814d 9e814d
biome 38 ffffff 90814d 9e814d
biome 39 ffffff 90814d 9e814d
biome 45 2e535f 404840 405340
biome 46 0077ee 55ff81 66ffc5
biome 47 cc1188 6d4189 7c6d87
biome 48 e0ffae a686a6 a686a6
biome 56 ffffff 554114 e94e14
biome 58 ffffff 8e86a6 8e86a6
biome 59 ffffff ffff3f ffff3f
biome 60 6c2c2c 572e23 64260f
biome 68 f08000 ffffff ffffff
biome 134 e0ffae 6a7039 6a7039
biome 157 ffffff 939984 ffffff
biome 165 ffffff 90814d 9e814d
biome 166 ffffff 90814d 9e814d
biome 167 ffffff 90814d 9e814d
blocktype * * normal
block 1580 2 ff8f8181
block 1581 * a197762b
block 1582 * ff7a7a7a
block 1582 1 ff1f2a2b
block 1582 2 ff151515
block 1582 3 ffabd0f9
block 1582 5 87eaeaea
block 1582 6 ff7d7c7b
block 1582 7 ff787878
block 1582 8 ff826b37
block 1582 9 ffdbdbb7
block 1582 10 ff7b7b7b
block 1582 11 ff384132
block 1582 12 ff1c4740
block 1582 13 ffdcdea6
block 1582 14 ff2e2436
block 1583 0 3bd7eaed
block 1583 1 67d7eaed
block 1583 2 63d7eaed
block 1583 3 73d4eaed
block 1583 4 6ff3dd45
block 1583 5 7b332947
block 1583 6 5fd9eff3
block 1583 7 53e4ce68
block 1583 8 5fffaed3
block 1583 9 7fd7ecef
block 1583 10 871e1e1e
block 1583 11 bf17141d
block 1584 * ff9b1d42
block 1585 * ff303030
block 1587 0 ffc3c3c4
block 1587 1 ff9c6130
block 1587 2 ff85439f
block 1587 3 ff54759f
block 1587 4 ffa8a834
block 1587 5 ff60921d
block 1587 6 ffb16780
block 1587 7 ff3a3a3a
block 1587 8 ff757575
block 1587 9 ff3e6070
block 1587 10 ff603782
block 1587 11 ff2c3d80
block 1587 12 ff4a3a29
block 1587 13 ff4c5d2b
block 1587 14 ff6c2a2b
block 1587 15 ff131313
block 1588 0 ffb6b6b7
block 1588 1 ff915b2d
block 1588 2 ff7c3e94
block 1588 3 ff4e6d94
block 1588 4 ff9d9d30
block 1588 5 ff59881b
block 1588 6 ffa56077
block 1588 7 ff363636
block 1588 8 ff6d6d6d
block 1588 9 ff3a5969
block 1588 10 ff59337a
block 1588 11 ff293977
block 1588 12 ff453626
block 1588 13 ff475728
block 1588 14 ff652728
block 1588 15 ff111111
block 1589 0 ffd2d2d3
block 1589 1 ffa86934
block 1589 2 ff9048ab
block 1589 3 ff5a7eab
block 1589 4 ffb5b538
block 1589 5 ff679d20
block 1589 6 ffbf6f8a
block 1589 7 ff3e3e3e
block 1589 8 ff7e7e7e
block 1589 9 ff436779
block 1589 10 ff673b8c
block 1589 11 ff2f418a
block 1589 12 ff503e2c
block 1589 13 ff52642f
block 1589 14 ff742e2e
block 1589 15 ff141414
block 1590 0 ffc5c5c6
block 1590 1 ff9d6230
block 1590 2 ff8743a0
block 1590 3 ff5476a0
block 1590 4 ffa9a934
block 1590 5 ff61931e
block 1590 6 ffb36881
block 1590 7 ff3a3a3b
block 1590 8 ff767676
block 1590 9 ff3f6172
block 1590 10 ff613784
block 1590 11 ff2c3d81
block 1590 12 ff4b3a29
block 1590 13 ff4d5e2c
block 1590 14 ff6d2b2b
block 1590 15 ff131313
block 1591 0 ffdfdfe0
block 1591 1 ffb26f37
block 1591 2 ff994cb5
block 1591 3 ff6085b5
block 1591 4 ffc0c03b
block 1591 5 ff6ea722
block 1591 6 ffca7692
block 1591 7 ff424242
block 1591 8 ff858586
block 1591 9 ff476e81
block 1591 10 ff6e3e95
block 1591 11 ff324592
block 1591 12 ff55422f
block 1591 13 ff576a32
block 1591 14 ff7c3031
block 1591 15 ff151515
block 1592 0 ff626263
block 1592 1 ff4e3118
block 1592 2 ff432150
block 1592 3 ff2a3a50
block 1592 4 ff54541a
block 1592 5 ff30490f
block 1592 6 ff593340
block 1592 7 ff1d1d1d
block 1592 8 ff3a3a3b
block 1592 9 ff1f3039
block 1592 10 ff301b42
block 1592 11 ff161e40
block 1592 12 ff251d14
block 1592 13 ff262e16
block 1592 14 ff361515
block 1592 15 ff090909
block 1593 0 ff9f9fa0
block 1593 1 ff7f4f27
block 1593 2 ff6d3681
block 1593 3 ff445f81
block 1593 4 ff89892a
block 1593 5 ff4e7718
block 1593 6 ff905468
block 1593 7 ff2f2f2f
block 1593 8 ff5f5f60
block 1593 9 ff334e5c
block 1593 10 ff4e2c6a
block 1593 11 ff243168
block 1593 12 ff3d2f21
block 1593 13 ff3e4c23
block 1593 14 ff582223
block 1593 15 ff0f0f0f
block 1594 0 ffa5a5a6
block 1594 1 ff845229
block 1594 2 ff713886
block 1594 3 ff476386
block 1594 4 ff8e8e2c
block 1594 5 ff517b19
block 1594 6 ff96576c
block 1594 7 ff313131
block 1594 8 ff636363
block 1594 9 ff35515f
block 1594 10 ff512e6e
block 1594 11 ff25336c
block 1594 12 ff3f3123
block 1594 13 ff404e25
block 1594 14 ff5b2424
block 1594 15 ff101010
block 1595 0 ffaeaeaf
block 1595 1 ff8b572b
block 1595 2 ff773c8e
block 1595 3 ff4b688e
block 1595 4 ff96962e
block 1595 5 ff55821a
block 1595 6 ff9e5c72
block 1595 7 ff333334
block 1595 8 ff686869
block 1595 9 ff375564
block 1595 10 ff553174
block 1595 11 ff273672
block 1595 12 ff423325
block 1595 13 ff445327
block 1595 14 ff602626
block 1595 15 ff111111
block 1596 0 ff7a7a7b
block 1596 1 ff613d1e
block 1596 2 ff532a63
block 1596 3 ff344963
block 1596 4 ff696920
block 1596 5 ff3c5b12
block 1596 6 ff6e4050
block 1596 7 ff242424
block 1596 8 ff494949
block 1596 9 ff273c46
block 1596 10 ff3c2252
block 1596 11 ff1b2650
block 1596 12 ff2e241a
block 1596 13 ff2f3a1b
block 1596 14 ff431a1b
block 1596 15 ff0b0b0c
block 1597 0 ff1f1f20
block 1597 1 ff180f07
block 1597 2 ff150a19
block 1597 3 ff0d1219
block 1597 4 ff1a1a08
block 1597 5 ff0f1704
block 1597 6 ff1c1014
block 1597 7 ff090909
block 1597 8 ff121213
block 1597 9 ff090f12
block 1597 10 ff0f0815
block 1597 11 ff070914
block 1597 12 ff0b0906
block 1597 13 ff0c0e07
block 1597 14 ff110607
block 1597 15 ff030303
block 1598 0 ff727273
block 1598 1 ff5b391c
block 1598 2 ff4e275d
block 1598 3 ff31445d
block 1598 4 ff62621e
block 1598 5 ff385511
block 1598 6 ff673c4b
block 1598 7 ff212122
block 1598 8 ff444445
block 1598 9 ff243842
block 1598 10 ff38204c
block 1598 11 ff19234b
block 1598 12 ff2b2118
block 1598 13 ff2c3619
block 1598 14 ff3f1919
block 1598 15 ff0b0b0b
block 1599 0 ff3f3f40
block 1599 1 ff321f0f
block 1599 2 ff2b1533
block 1599 3 ff1b2533
block 1599 4 ff363611
block 1599 5 ff1f2f09
block 1599 6 ff392129
block 1599 7 ff121213
block 1599 8 ff252526
block 1599 9 ff141f24
block 1599 10 ff1f112a
block 1599 11 ff0e1329
block 1599 12 ff18120d
block 1599 13 ff181e0e
block 1599 14 ff230d0e
block 1599 15 ff060606
block 1600 0 ff615a46
block 1600 1 ff504a3a
block 1600 2 ff39352a
block 1600 3 ff2b2820
block 1600 4 ff1e1c16
block 1600 5 ff12110e
block 1600 6 ff080807
block 1600 7 ff020203
block 1600 8 ff6b492f
block 1600 9 ff583c27
block 1600 10 ff402c1c
block 1600 11 ff302115
block 1600 12 ff68574e
block 1600 13 ff554841
block 1600 14 ffab905e
block 1600 15 ff8c774e
block 1601 * ff9d968b
block 1602 * ff828282
block 1602 1 ff977b47
block 1602 6 ff8d733f
block 1602 7 ff876f40
block 1602 8 ff977b47
block 1602 9 ff977b47
block 1602 10 ff977b47
block 1602 11 ff977b47
block 1603 0 ffffffff
block 1603 1 ffff7f00
block 1603 2 ffff00ff
block 1603 3 ff007fd8
block 1603 4 ffffff00
block 1603 5 ff00ff00
block 1603 6 ffff99a5
block 1603 7 ff7f7f7f
block 1603 8 ffcccccc
block 1603 9 ff00ffff
block 1603 10 ffb233ff
block 1603 11 ff0000ff
block 1603 12 ff7f3300
block 1603 13 ff009900
block 1603 14 ffff0000
block 1603 15 ff000000
block 1604 * ff3e593f
block 1605 * ff087c1f
block 1606 * ffaeaeae
block 1606 1 ffacacac
block 1607 * ef191010
block 1607 1 c3272727
block 1607 6 ef161720
block 1607 7 c3272727
block 1607 8 ef161720
block 1607 9 ef161720
block 1607 10 ef161720
block 1607 11 ef161720
block 1607 12 ff1b1913
block 1607 13 ff241f0c
block 1607 14 ff1b1913
block 1607 15 ff1b1913
block 1608 * ef161e20
block 1608 0 ef101810
block 1608 1 c3272727
block 1608 2 ef101810
block 1608 3 ef101810
block 1608 4 ef101810
block 1608 5 ef101810
block 1608 7 c3272727
block 1608 12 ff1b1913
block 1608 13 ff1b1913
block 1608 14 ff1b1913
block 1608 15 ff1b1913
block 1609 * 6f3d3d3d
block 1610 * 6f3d3d3d
block 1611 * ff865c3a
block 1611 0 ff361036
block 1611 1 ff361036
block 1611 2 ff4e7f0a
block 1611 3 ff4e7f0a
block 1612 * c3525252
block 1613 * ffe1e1e1
block 1613 0 ffdbdbdb
block 1613 6 ffdbdbdb
block 1613 12 ffdbdbdb
block 1614 * ff6fdfda
block 1614 0 ff61dbd5
block 1614 6 ff61dbd5
block 1614 12 ff61dbd5
block 1615 * fffaee4e
block 1615 0 fff9ec4e
block 1615 6 fff9ec4e
block 1615 12 fff9ec4e
block 1616 * ff9c7f4e
block 1616 0 ff9a7d4d
block 1616 6 ff9a7d4d
block 1616 12 ff9a7d4d
block 1617 * ff272e31
block 1618 * ff1e2a2b
block 1618 1 ff21332d
block 1619 * 2f2f3f3a
block 1620 * 740d4239
block 1620 0 0d0c2f29
block 1620 1 1c0c302a
block 1620 2 240b2e28
block 1620 3 390a2c27
block 1620 4 540b2d28
block 1620 5 5b0c312b
block 1620 6 620d352e
block 1621 * ff8e6363
block 1622 * 0fffac00
block 1623 * ffd8d8d8
block 1623 1 ff535353
block 1624 0 df514e49
block 1624 1 df18136e
block 1624 2 e068080f
block 1624 3 e018473f
block 1624 4 e06b1b0d
block 1624 5 e0b8b8b8
block 1624 6 e036136b
block 1624 7 e04580b5
block 1624 8 df853e2b
block 1624 9 e0b72a37
block 1624 10 e03f345a
block 1624 11 e063685e
block 1625 0 ff4c4a45
block 1625 1 ff161368
block 1625 2 ff62080f
block 1625 3 ff153f38
block 1625 4 ff691b0d
block 1625 5 ffbbbbbb
block 1625 6 ff331366
block 1625 7 ff3177b6
block 1625 8 ff853c28
block 1625 9 ffb42332
block 1625 10 ff39305c
block 1625 11 ff676c63
block 1626 0 ff4b4a47
block 1626 1 ff1a1859
block 1626 2 ff5d0e10
block 1626 3 ff193a31
block 1626 4 ff5f1f10
block 1626 5 ffa1a09d
block 1626 6 ff311757
block 1626 7 ff2f6496
block 1626 8 ff803d27
block 1626 9 ff9b252e
block 1626 10 ff3a3149
block 1626 11 ff666a5d
block 1627 * ff272727
block 1627 2 ff372b41
block 1627 3 ff372b41
block 1628 * 83d1f7fe
block 1628 1 72d8f8fe
block 1628 2 b7181414
block 1628 3 9bd0f7fe
block 1628 4 7bcff7fe
block 1628 5 e3171414
block 1628 7 72d8f8fe
block 1628 8 b7181414
block 1628 9 9bd0f7fe
block 1628 10 7bcff7fe
block 1628 11 e3171414
block 1628 13 72d8f8fe
block 1628 14 b7181414
block 1628 15 9bd0f7fe
block 1629 * 3b000000
block 1629 3 ff516850
block 1629 6 ff161221
block 1629 8 ff516850
block 1629 11 ff606060
block 1629 12 ff414341
block 1629 14 ff1c1c1c
block 1629 15 c49898a2
block 1631 * ff8f7070
block 1631 0 ff818283
block 1631 1 ffa7b1c1
block 1631 2 ff292929
block 1631 3 ff161221
block 1631 5 ffbfb5ab
block 1631 6 ffa2786b
block 1632 * ff726b7e
block 1633 * ff2e2216
block 1634 * ff181818
block 1635 0 ff1c1932
block 1635 1 ff1f2e3e
block 1635 2 ff262238
block 1635 3 ff201932
block 1635 4 ff0d0a13
block 1635 5 ff131026
block 1635 6 ff890808
block 1635 7 ff5a4f57
block 1635 8 ff0d0a13
block 1635 9 ff2a3652
block 1636 * ff4e5050
block 1636 2 ff4c4e4e
block 1636 3 ff505252
block 1636 4 ff4d4e4f
block 1636 5 ff505252
block 1637 * ff946639
block 1638 0 ffc6d5d6
block 1638 1 ffc5d43d
block 1638 2 ff3bdef5
block 1638 3 ffddb89a
block 1638 4 ffc5cac5
block 1638 5 3b01a3e4
block 1638 6 ff12111a
block 1638 7 ff5f4832
block 1639 * 02ffffff
block 1640 * b22fd3f3
block 1641 0 ffe39b80
block 1641 4 ffecbba7
block 1641 8 ffecbba7
block 1641 12 ffecbba7
block 1642 * ff70309a
block 1642 0 ffe0d8c3
block 1642 1 ffb3742b
block 1642 3 ff2696d0
block 1642 4 ffbb9920
block 1642 5 ff619a3c
block 1642 6 ffe2a8aa
block 1642 7 ff5b554c
block 1642 8 ffe0d8c3
block 1642 9 ffb3742b
block 1642 11 ff2696d0
block 1642 12 ffbb9920
block 1642 13 ff619a3c
block 1642 14 ffe2a8aa
block 1642 15 ff5b554c
block 1643 * ff744a2a
block 1643 0 ff877f71
block 1643 1 ff14767d
block 1643 2 ff311f7a
block 1643 3 ff1c568f
block 1643 5 ff23612f
block 1643 6 ff873736
block 1643 7 ff24201c
block 1643 8 ff877f71
block 1643 9 ff14767d
block 1643 10 ff311f7a
block 1643 11 ff1c568f
block 1643 13 ff23612f
block 1643 14 ff873736
block 1643 15 ff24201c
block 1644 * ff96bf6a
block 1645 * ff744a2a
block 1646 * ff47382e
block 1647 * ffe0d8c3
block 1648 * ff845831
block 1649 0 ff4caa33
block 1649 1 ff4caa33
block 1649 2 ff338faa
block 1649 3 ff338faa
block 1650 * ff00c3c6
block 1650 1 ff00c74c
block 1650 2 ffaa45f3
block 1651 * ff3acc5d
block 1652 * a2359b9b
block 1653 * ff4ba6a4
block 1654 * 534cc38b
block 1655 * d915b25b
block 1655 0 d917af58
block 1655 1 d917af58
block 1655 2 d917af58
block 1655 3 d917af58
block 1655 4 d917af58
block 1655 5 d917af58
block 1655 6 d917af58
block 1655 7 d917af58
block 1656 * e7610000
block 1656 0 e66d0000
block 1656 1 e66d0000
block 1656 2 e66d0000
block 1656 3 e66d0000
block 1656 4 e66d0000
block 1656 5 e66d0000
block 1656 6 e66d0000
block 1656 7 e66d0000
block 1657 * ff00c74c
block 1658 * 13817962
block 1659 * 8f4c4c4c
block 1660 * ff231d34
block 1660 1 ffd8d19c
block 1660 2 ff743f3b
block 1660 3 ffa6a6a6
block 1660 4 ffdadada
block 1660 5 ffcecb42
block 1660 6 ff254a98
block 1660 7 ff3bbfb8
block 1660 8 ffb60101
block 1660 9 ffbbad66
block 1660 10 ff59bf04
block 1660 11 ff04babf
block 1660 12 ffcbcd98
block 1660 13 ff232159
block 1661 * ff797979
block 1661 0 ff2d2542
block 1661 1 ffd8d099
block 1661 2 ff703d3a
block 1661 3 ff9e9e9e
block 1661 4 ffd5d5d5
block 1661 5 ffc7c41d
block 1661 6 ff274b90
block 1661 7 ff24b2ad
block 1661 8 ffb70000
block 1661 9 ffb8aa60
block 1661 10 ff67c000
block 1661 11 ff07b4b7
block 1661 12 ffb3b575
block 1661 13 ff1a194f
block 1662 * ff776837
block 1662 0 ff775337
block 1662 2 ff643f1b
block 1662 3 ff61381f
block 1662 4 ff775337
block 1662 6 ff643f1b
block 1662 7 ff61381f
block 1662 8 ff775337
block 1662 10 ff643f1b
block 1662 11 ff61381f
block 1662 12 ff856955
block 1662 13 ff938048
block 1662 14 ff7c5831
block 1662 15 ff6d4630
block 1663 0 ff4d5b61
block 1663 1 ff88ae3f
block 1663 4 ff4d5b61
block 1663 5 ff88ae3f
block 1663 8 ff4d5b61
block 1663 9 ff88ae3f
block 1663 12 ff72797d
block 1663 13 ff63aa33
block 1664 * ff632b2a
block 1664 1 ff50344b
block 1664 2 ff805831
block 1664 3 ff887e71
block 1664 4 ff7b736e
block 1664 5 ff919191
block 1664 6 ff747374
block 1665 * ff8c827c
block 1665 1 ff908a7a
block 1665 2 ff897c6e
block 1665 3 ff7c716c
block 1665 4 ff918f8d
block 1665 5 ff5c677d
block 1666 * 6b755f35
block 1666 0 8f7b6239
block 1666 1 8f7b6239
block 1666 2 8f7b6239
block 1666 3 8f7b6239
block 1666 4 8f7b6239
block 1666 5 8f7b6239
block 1667 * ff277be1
block 1667 1 ffe06702
block 1667 2 ff9255bc
block 1667 3 ffca580f
block 1667 4 ff8b6422
block 1667 5 ffd7b389
block 1667 6 ffd9d9d9
block 1667 7 ffd4ae43
block 1667 8 ffee86a9
block 1667 9 ffa7a7a7
block 1667 10 ff00826b
block 1668 * ff76442c
block 1668 0 ff82683d
block 1668 1 ff8f7345
block 1668 2 ff8f7345
block 1668 3 ff8f7345
block 1668 4 ff8f7345
block 1668 10 ff8b7043
block 1668 11 ff8b7043
block 1668 12 ff8b7043
block 1668 13 ff8b7043
block 1669 * ff3c3c3c
block 1670 * ff835835
block 1671 0 ff835835
block 1671 1 ff82683d
block 1671 2 ff8f7345
block 1671 3 ff8b7043
block 1671 4 ff76442c
block 1671 5 ff3c3c3c
block 1671 8 ff835835
block 1671 9 ff82683d
block 1671 10 ff8f7345
block 1671 11 ff8b7043
block 1671 12 ff76442c
block 1671 13 ff3c3c3c
block 1672 0 ff7c735b
block 1672 8 ff7c735b
block 1673 * ff515756
block 1674 * ff515756
block 1675 * ff2c5805
block 1675 1 ff9fa1ab
block 1675 2 ff054f58
block 1675 3 ff392a10
block 1675 4 ff684224
block 1675 5 ff629298
block 1675 6 ff773911
block 1676 * ff811010
block 1677 * ffd1b70c
block 1678 * fffab345
block 1679 * ffc6c6c6
block 1680 * fff19f9f
block 1681 * ff3950a3
block 1682 * ffab7c49
block 1683 * ff976727
block 1684 * ffece44b
block 1685 * ff8b45a7
block 1686 * ffe3c1d2
block 1687 * ff95444a
block 1688 * ff707070
block 1689 * b29feefd
block 1690 * ff282828
block 1691 * ff50c240
block 1692 * ffe0d07e
block 1693 * ff625c92
block 1694 * ff93bdc2
block 1695 * ff8dced6
block 1696 * ffcecece
block 1697 * ffeed238
block 1698 * ff00381f
block 1699 * ffe5d793
block 1700 * ffd65e21
block 1701 * ff8cbad7
block 1702 * ff0a5952
block 1703 * e7610000
block 1704 * ffd9d4d5
block 1705 * ffcd6f6c
block 1706 * ff363636
block 1706 0 ff353535
block 1706 1 ff3b3b3b
block 1706 2 ff383838
block 1706 3 ff3a3a3a
block 1706 6 ff333333
block 1706 7 ff3a3a3a
block 1706 8 ff353535
block 1706 9 ff3b3b3b
block 1706 10 ff383838
block 1706 11 ff3a3a3a
block 1706 14 ff333333
block 1706 15 ff3a3a3a
block 1707 * ff8c866e
block 1707 1 ff79776a
block 1707 2 ff938c64
block 1707 3 ff847e58
block 1707 4 ff807a54
block 1707 5 ff807a55
block 1707 6 ff7d7750
block 1707 9 ff79776a
block 1707 10 ff938c64
block 1707 11 ff847e58
block 1707 12 ff807a54
block 1707 13 ff807a55
block 1707 14 ff7d7750
block 1708 * ffe5dede
block 1709 0 ff353535
block 1709 1 ff383838
block 1709 2 ff353535
block 1709 3 ff353535
block 1709 4 ff3b3b3b
block 1709 5 ff383838
block 1709 6 ff3a3a3a
block 1709 7 ff333333
block 1709 8 ff363636
block 1709 9 ff363636
block 1709 10 ff333333
block 1709 11 ff3a3a3a
block 1710 0 ff1f140a
block 1710 1 ff20140a
block 1710 2 ff1f140a
block 1710 3 ff1f140a
block 1710 4 ff25170c
block 1710 5 ff22160b
block 1710 6 ff25180c
block 1710 7 ff21150a
block 1710 8 ff23160b
block 1710 9 ff22160b
block 1710 10 ff201509
block 1710 11 ff25180c
block 1711 * ff343434
block 1711 1 5b4a4a4a
block 1711 2 6b484848
block 1712 * ff201509
block 1712 1 6b2e1e0d
block 1712 2 6b2e1e0d
block 1713 * ff363636
block 1713 0 ff414141
block 1713 2 ff3d3d3d
block 1714 * ff25180c
block 1714 0 ff281a0b
block 1714 2 ff27190b
block 1715 * ff3b3b3b
block 1716 * ff8c866e
block 1716 1 ff79776a
block 1716 2 ff938c64
block 1716 3 ff847e58
block 1716 4 ff807a54
block 1716 5 ff807a55
block 1716 6 ff7d7750
block 1717 * 3bd7ebee
block 1718 * 3bd7ebee
block 1719 0 93d8e9ec
block 1719 1 93e5a748
block 1719 2 93ca7ff2
block 1719 3 939db6f1
block 1719 4 93dbd567
block 1719 5 939abe64
block 1719 6 93e4a0b3
block 1719 7 93979698
block 1719 8 93c3c2c1
block 1719 9 933698c0
block 1719 10 93a761cd
block 1719 11 936e8fda
block 1719 12 9381461d
block 1719 13 93698b3a
block 1719 14 93bc4040
block 1719 15 c34c4c4c
block 1720 0 93d8e9ec
block 1720 1 93e5a748
block 1720 2 93ca7ff2
block 1720 3 939db6f1
block 1720 4 93dbd567
block 1720 5 939abe64
block 1720 6 93e4a0b3
block 1720 7 93979698
block 1720 8 93c3c2c1
block 1720 9 933698c0
block 1720 10 93a761cd
block 1720 11 936e8fda
block 1720 12 9381461d
block 1720 13 93698b3a
block 1720 14 93bc4040
block 1720 15 c34c4c4c
block 1721 * ffecc050
block 1722 * ff946639
block 1723 * ff484a47
block 1725 * ff11141a
block 1726 * ff5b1526
block 1728 * ff876c47
block 1730 * 5541404f
block 1731 * 553e6848
block 1732 * ff484a47
block 1733 * ff484a47
block 1734 * ff2a1d35
block 1735 * ff11141a
block 1735 1 ff171a23
block 1735 2 ff161921
block 1735 3 ff171b23
block 1735 4 ff171b23
block 1736 * ff403457
block 1737 * ff4a4747
block 1738 * ff4a4747
block 1739 * ff3d4541
block 1740 * ff5b3e31
block 1741 * 157f2c06
block 1742 * ff150600
block 1743 * ff11141a
block 1744 * ff11141a
block 1745 * 553a4271
block 1746 * ff362a2e
block 1747 * ff22170f
block 1748 * e3575a57
block 1750 * db443e50
block 1751 * ff2b1c31
block 1752 * ff9d822f
block 1753 * 55636046
block 1754 * 55644a45
block 1755 * ff282828
block 1756 * ff31262b
block 1757 * ff33271d
block 1758 * 55545564
block 1759 * ffb8a48d
block 1759 1 ff6a7b48
block 1759 2 ff5b4b6a
block 1759 3 ff7c5454
block 1759 4 ff9d6c23
block 1759 5 ffa1b28b
block 1760 * 6f774c2c
block 1761 * ff423122
block 1762 * ffaaa898
block 1763 * ff2c1e18
block 1764 * ff946639
block 1765 * ff946639
block 1766 * ff92897b
block 1766 1 ff837a6c
block 1766 2 ff988550
block 1766 3 ff7c653d
block 1766 4 ff89724d
block 1767 * ff714a26
block 1767 1 ff876a55
block 1768 * ffefece5
block 1768 1 ffc0b59d
block 1768 2 ffae9c65
block 1768 3 ff770000
block 1769 * ff9d806b
block 1769 1 ff7e7c7a
block 1769 2 ff9f9f9f
block 1769 3 ffc1b985
block 1769 4 ff9a7368
block 1769 5 ff8a8986
block 1769 9 ff7e7c7a
block 1769 10 ff9f9f9f
block 1769 11 ffc1b985
block 1769 12 ff9a7368
block 1769 13 ff8a8986
block 1770 * ff9d806b
block 1770 1 ff7e7c7a
block 1770 2 ff9f9f9f
block 1770 3 ffc1b985
block 1770 4 ff9a7368
block 1770 5 ff8a8986
block 1770 9 ff7e7c7a
block 1770 10 ff9f9f9f
block 1770 11 ffc1b985
block 1770 12 ff9a7368
block 1770 13 ff8a8986
block 1771 * b363731d
block 1771 0 2e5a740e
block 1771 1 2e5a740e
block 1771 2 2e5a740e
block 1771 3 2e5a740e
block 1771 4 2e5a740e
block 1771 5 2e5a740e
block 1771 6 2e5a740e
block 1772 * 5428a00c
block 1772 0 172e9e0d
block 1772 1 172e9e0d
block 1772 2 172e9e0d
block 1772 3 172e9e0d
block 1772 4 172e9e0d
block 1772 5 172e9e0d
block 1772 6 172e9e0d
block 1773 * 52307f0a
block 1773 0 22117401
block 1773 1 22117401
block 1773 2 22117401
block 1773 3 22117401
block 1773 4 22117401
block 1773 5 22117401
block 1773 6 22117401
block 1774 * 9f665b3b
block 1774 0 8c706c39
block 1774 1 8c706c39
block 1774 2 8c706c39
block 1774 3 8c706c39
block 1774 4 8c706c39
block 1774 5 8c706c39
block 1774 6 8c706c39
block 1775 * ff88502c
block 1775 0 ff8a512c
block 1776 * ff88502c
block 1776 0 ff824d2a
block 1776 2 ff824d2a
block 1776 4 ff824d2a
block 1776 6 ff824d2a
block 1776 8 ff824d2a
block 1776 10 ff824d2a
block 1776 12 ff824d2a
block 1776 14 ff824d2a
block 1777 * ff88502c
block 1777 0 ff8a512c
block 1778 * ffc4b7ae
block 1779 * ff403f3c
block 1780 * ff886c3d
block 1781 * ff3e8fd6
block 1781 1 ff488eca
block 1782 * ff946639
block 1783 * ff946639
block 1784 * ff0c090f
block 1784 1 ff75090f
block 1784 3 ff0c0950
block 1784 4 ff5a0070
block 1784 6 ffc7bed6
block 1785 * ff8f8368
block 1786 * ff3e8fd6
block 1787 * be2727c6
block 1788 * ffb29b81
block 1790 * ff141414
block 1791 * 6f774c2c
block 1792 * 6f774c2c
block 1793 * ff12102b
block 1794 * ff12102b
block 1795 * db7a5b2e
block 1796 * ffeeeeee
block 1797 0 ffb3b3b3
block 1797 1 ffb06532
block 1797 2 ff923e99
block 1797 3 ff4c669e
block 1797 4 ffa69b1f
block 1797 5 ff309926
block 1797 6 ffa16071
block 1797 7 ff323232
block 1797 8 ff808080
block 1797 9 ff1d5871
block 1797 10 ff5c238e
block 1797 11 ff1b246d
block 1797 12 ff3c2313
block 1797 13 ff2c3c13
block 1797 14 ff862420
block 1797 15 ff161414
block 1798 * fff3b1b4
block 1799 * ff979394
block 1800 * ff6e6f6e
block 1801 * ff946639
block 1802 * ff010101
block 1803 * ff080808
block 1804 * ffbababa
block 1805 * ffc0ac0f
block 1806 * ff080808
block 1807 * ff080808
block 1808 * ff70bd4c
block 1809 * ff7d7d7d
block 1810 * 04000000
block 1811 * ffdbd5bd
block 1812 * ffababad
block 1813 * ff433216
block 1814 * ff7d7d7d
block 1815 * fe404040
block 1816 * ff2c4581
block 1817 * 8f747169
block 1818 * ff52504e
block 1818 0 ff585858
block 1818 1 ff2b2926
block 1818 6 ff2b2926
block 1818 7 ff2b2926
block 1818 8 ff585858
block 1818 9 ff2b2926
block 1818 14 ff2b2926
block 1818 15 ff2b2926
block 1819 * ff606060
block 1819 0 ff5e5e5e
block 1819 1 ff494949
block 1819 6 ff494949
block 1819 7 ff494949
block 1819 8 ff5e5e5e
block 1819 9 ff494949
block 1819 14 ff494949
block 1819 15 ff494949
block 1820 * ff5c5c5c
block 1821 * 67c2b7a5
block 1822 * ffe58688
block 1823 * ffbdbdbd
block 1824 * ffffffff
block 1825 * ffeeeeee
block 1826 * ffffffff
block 1827 * ffa7a486
block 1828 * ff947e6c
block 1829 * ff969696
block 1830 * ff82817b
block 1831 * ffdfad01
block 1832 * 878b6d3e
block 1833 * ff6c729c
block 1834 * 7773516d
block 1834 0 77506470
block 1834 1 77506470
block 1834 2 77506470
block 1834 3 77506470
block 1834 4 77506470
block 1834 5 77506470
block 1834 6 77506470
block 1834 7 77506470
block 1835 * 77606588
block 1835 8 77676487
block 1835 9 77676487
block 1835 10 77676487
block 1835 11 77676487
block 1835 12 77676487
block 1835 13 77676487
block 1835 14 77676487
block 1835 15 77676487
block 1836 * ff727481
block 1837 * ff727481
block 1838 * ff656883
block 1839 * ff2e51c2
block 1840 * ff8c3580
block 1841 * ff4f4e53
block 1842 * ffa5a8b9
block 1843 * ffa5a8b9
block 1844 * ff9699a8
block 1845 * ff9798a6
block 1846 * ff878a97
block 1847 * ff8a8c9a
block 1848 * ff7e7f8b
